id,name,artists,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,year
7lmeHLHBe4nmXzuXc0HDjk,Testify,['Rage Against The Machine'],FALSE,0.47,0.978,7,-5.399,1,0.0727,0.0261,1.09E-05,0.356,0.503,117.906,210133,4,1999
1wsRitfRRtWyEapl0q22o8,Guerrilla Radio,['Rage Against The Machine'],TRUE,0.599,0.957,11,-5.764,1,0.188,0.0129,7.06E-05,0.155,0.489,103.68,206200,4,1999
1hR0fIFK2qRG3f3RF70pb7,Calm Like a Bomb,['Rage Against The Machine'],FALSE,0.315,0.97,7,-5.424,1,0.483,0.0234,2.03E-06,0.122,0.37,149.749,298893,4,1999
2lbASgTSoDO7MTuLAXlTW0,Mic Check,['Rage Against The Machine'],TRUE,0.44,0.967,11,-5.83,0,0.237,0.163,3.64E-06,0.121,0.574,96.752,213640,4,1999
1MQTmpYOZ6fcMQc56Hdo7T,Sleep Now In the Fire,['Rage Against The Machine'],FALSE,0.426,0.929,2,-6.729,1,0.0701,0.00162,0.105,0.0789,0.539,127.059,205600,4,1999
2LXPNLSMAauNJfnC58lSqY,Born of a Broken Man,['Rage Against The Machine'],FALSE,0.298,0.848,2,-5.947,1,0.0727,0.0538,0.00152,0.201,0.194,148.282,280960,4,1999
3moeHk8eIajvUEzVocXukf,Born As Ghosts,['Rage Against The Machine'],FALSE,0.417,0.976,9,-6.032,1,0.175,0.000427,0.000134,0.107,0.483,90.395,202040,4,1999
4llunZfVXv3NvUzXVB3VVL,Maria,['Rage Against The Machine'],FALSE,0.277,0.873,11,-6.571,0,0.0883,0.00694,5.40E-05,0.188,0.618,172.848,228093,4,1999
21Mq0NzFoVRvOmLTOnJjng,Voice of the Voiceless,['Rage Against The Machine'],FALSE,0.441,0.882,7,-7.363,1,0.044,0.0195,0.00684,0.15,0.418,83.371,151573,4,1999
6s2FgJbnnMwFTpWJZzvb6z,New Millennium Homes,['Rage Against The Machine'],FALSE,0.448,0.861,9,-6.12,1,0.0676,0.00306,0,0.0987,0.761,92.777,224933,4,1999
7o2Razxnl33Jrgz4PpMYNa,Ashes In the Fall,['Rage Against The Machine'],TRUE,0.456,0.704,7,-6.687,1,0.0982,0.0052,4.12E-06,0.0595,0.656,140.629,277267,4,1999
3Hxu3Ey1TV9mZ5XqMXckiS,War Within a Breath,['Rage Against The Machine'],FALSE,0.399,0.965,6,-5.901,1,0.143,0.00442,0.0314,0.367,0.174,98.464,216427,4,1999
6ZU9RJIZ0fNaFuQM57bDIA,Bombtrack,['Rage Against The Machine'],TRUE,0.478,0.855,4,-7.438,0,0.121,0.0134,3.18E-05,0.179,0.668,151.93,243760,4,1992
3FUS56gKr9mVBmzvlnodlh,Killing In the Name,['Rage Against The Machine'],TRUE,0.457,0.779,7,-6.323,1,0.257,0.0185,2.04E-06,0.0247,0.734,86.573,313667,4,1992
3tTL7jlSkowXidYeafFtwG,Take the Power Back,['Rage Against The Machine'],TRUE,0.542,0.842,1,-7.137,1,0.173,0.043,0.000153,0.173,0.301,104.772,335840,4,1992
2vuDdXqekkDCSdawJyUpT6,Settle for Nothing,['Rage Against The Machine'],FALSE,0.516,0.533,7,-9.563,1,0.0429,0.0253,4.71E-05,0.113,0.29,97.732,287333,4,1992
11cxKUEgnVAlesUKt4e3br,Bullet In the Head,['Rage Against The Machine'],TRUE,0.418,0.806,4,-6.965,1,0.128,0.0032,0.000788,0.623,0.447,164.202,307067,4,1992
1IDAJagxB9AQjjYXaiDK1j,Know Your Enemy,['Rage Against The Machine'],TRUE,0.574,0.765,4,-7.755,1,0.128,0.0141,0.00378,0.136,0.613,117.636,294693,4,1992
6zbHSDJjgrNdfIxPyGfPBt,Wake Up,['Rage Against The Machine'],FALSE,0.411,0.823,7,-7.554,1,0.115,0.00316,0.0148,0.149,0.573,170.281,364133,4,1992
3YEk8mVdMI7rxtfimlUd1G,Fistful of Steel,['Rage Against The Machine'],FALSE,0.52,0.755,4,-9.031,0,0.134,0.0195,0.34,0.0956,0.608,155.513,331107,4,1992
0WK0EqiidP6WEDOHK34HEe,Township Rebellion,['Rage Against The Machine'],TRUE,0.525,0.597,2,-8.578,1,0.0551,0.00747,0.00553,0.351,0.47,133.58,324427,4,1992
1zVE9JBBy8j0KmlbM8Xwhi,Freedom,['Rage Against The Machine'],FALSE,0.499,0.613,7,-8.53,1,0.0953,0.00061,0.0225,0.232,0.531,113.577,366267,4,1992
2SwgVZn9S4NGueAaEAryf1,Man on a Mission,['Daryl Hall & John Oates'],FALSE,0.787,0.903,0,-4.894,1,0.0315,0.292,2.48E-05,0.101,0.962,119.946,224307,4,2018
0QCQ1Isa0YPVyIbs6JwpO1,Do It for Love,['Daryl Hall & John Oates'],FALSE,0.587,0.958,4,-5.149,1,0.0586,0.107,0,0.0574,0.832,87.976,238000,4,2018
3kIBEFhsZOeeKGebxRraOb,Someday We'll Know,['Daryl Hall & John Oates'],FALSE,0.565,0.781,1,-5.073,0,0.0308,0.0233,9.91E-06,0.0819,0.461,109.977,268013,4,2018
5dNDRw6qjDcnbW3luRhElU,Forever for You,['Daryl Hall & John Oates'],FALSE,0.651,0.567,9,-6.417,1,0.024,0.562,5.78E-06,0.186,0.37,97.03,277813,4,2018
561UU4MvlsCenN1x7leYCh,Life's Too Short,['Daryl Hall & John Oates'],FALSE,0.833,0.805,0,-4.554,1,0.0347,0.076,0.0136,0.0731,0.974,116.013,209960,4,2018
5ytl6Ay8G7ucmujk9R3S0c,Getaway Car,['Daryl Hall & John Oates'],FALSE,0.782,0.619,8,-5.759,1,0.0266,0.264,0,0.0607,0.898,110.004,229253,4,2018
0zjqm0VWOQT9is5gT9CTib,Make You Stay,['Daryl Hall & John Oates'],FALSE,0.605,0.921,9,-4.336,0,0.0407,0.0203,0,0.228,0.705,90.02,221174,4,2018
5UMTzSiB8mMu9vuo2PZkhd,Miss DJ,['Daryl Hall & John Oates'],FALSE,0.679,0.891,10,-3.531,1,0.0339,0.0953,0,0.155,0.965,102.992,229213,4,2018
6Uz62Rd9XadpjT8Zebgwq2,She Got Me Bad,['Daryl Hall & John Oates'],FALSE,0.61,0.744,10,-5.819,1,0.0506,0.41,0,0.142,0.672,170.001,196280,4,2018
7IYXfiXsiMdhcboT6Vw7Qu,Breath of Your Life,['Daryl Hall & John Oates'],FALSE,0.705,0.769,1,-7.083,1,0.0348,0.281,0,0.0997,0.795,96.003,234987,4,2018
0dT5eHAqMNchKMw06dgyFW,Intuition,['Daryl Hall & John Oates'],FALSE,0.77,0.55,7,-6.515,1,0.034,0.536,0,0.149,0.656,125.919,250693,4,2018
3nvfZxZcdZ5rIy8bxAr5fX,Heartbreak Time,['Daryl Hall & John Oates'],FALSE,0.611,0.61,5,-7.851,0,0.0393,0.299,0,0.297,0.684,171.995,246400,4,2018
2nWM35FPxkYAWHHv9hrczL,Something About You,['Daryl Hall & John Oates'],FALSE,0.8,0.552,10,-6.208,1,0.0244,0.158,0,0.167,0.347,98.022,242907,4,2018
1pxJE4N74aGkC6BbIUhq3P,Love in a Dangerous Time,['Daryl Hall & John Oates'],FALSE,0.593,0.95,8,-6.72,1,0.0403,0.183,0.000251,0.0615,0.791,99.016,296008,4,2018
5oLsi3F0C26MGnXJcnzQyB,Love The One You're With,['Will Young'],FALSE,0.61,0.883,0,-5.889,1,0.0749,0.24,0,0.248,0.641,95.034,215093,4,2003
7xGWDXdFKvsapcORfJuloO,Your Game,['Will Young'],FALSE,0.741,0.632,11,-7.838,0,0.0431,0.077,0,0.0334,0.593,92.987,250000,4,2003
0AqhwhQv1xnqCH9wzlQ7PE,Stronger,['Will Young'],FALSE,0.645,0.513,0,-8.404,1,0.0391,0.296,3.75E-06,0.109,0.683,75.008,318720,4,2003
4mZsyuthp695XQWwb2g3qe,Leave Right Now,['Will Young'],FALSE,0.641,0.445,6,-8.674,1,0.0368,0.145,0,0.108,0.383,81.931,214733,4,2003
5nvUqq0fvB0GN6mqzDc9Ey,Love Is A Matter Of Distance,['Will Young'],FALSE,0.543,0.56,8,-6.982,1,0.024,0.51,0,0.0954,0.304,99.941,178027,4,2003
4KepeWvq5KfZUevd0cQ70T,Dance The Night Away,['Will Young'],FALSE,0.77,0.757,11,-5.386,0,0.044,0.173,8.87E-06,0.0244,0.596,99.994,245573,4,2003
3VXoePG7JjYl2ay8fzLhtG,Very Kind,['Will Young'],FALSE,0.77,0.288,9,-10.32,0,0.0526,0.112,0,0.164,0.44,79.962,310013,4,2003
41YN3uBz1PpFNZtmAAaSKS,Free,['Will Young'],FALSE,0.717,0.616,6,-8.087,0,0.0277,0.0576,0,0.0497,0.692,98.628,247067,4,2003
2nO4uKyReZHH7JS61yT2nS,Going My Way,['Will Young'],FALSE,0.564,0.395,11,-9.912,1,0.125,0.337,0,0.289,0.374,84.896,221347,4,2003
4L4Ug6ah2UXH3JDlpeduRf,Out Of My Mind,['Will Young'],FALSE,0.79,0.83,7,-7.254,1,0.0623,0.0472,0,0.13,0.945,120.955,187640,4,2003
2JgPlDkLbdcRk5Jp3e7Pgm,Friday's Child,['Will Young'],FALSE,0.545,0.689,6,-7.063,1,0.0394,0.0998,0.13,0.116,0.796,164.003,540933,4,2003
5Kz6iIkOBZepijORtkfEvj,Listen For The Laugh,['Bruce Cockburn'],FALSE,0.521,0.814,2,-7.903,1,0.0546,0.23,0.13,0.288,0.894,172.989,247293,3,1994
6uu5fXS1JPfX3pGArifC8A,All The Ways I Want You,['Bruce Cockburn'],FALSE,0.697,0.234,4,-14.984,1,0.0301,0.523,0.00364,0.104,0.336,101.608,258600,4,1994
6AGrDsrNVFeTTl4sQHfqsY,Bone In My Ear,['Bruce Cockburn'],FALSE,0.417,0.365,9,-12.711,0,0.0344,0.741,0.000641,0.258,0.307,172.692,225867,3,1994
1MdS31xYweAsuwj7fdR8xA,Burden Of The Angel/Beast,['Bruce Cockburn'],FALSE,0.695,0.312,2,-13.338,1,0.0293,0.793,0.0146,0.104,0.372,125.427,390667,4,1994
0rHW20CX7izpkFLVj6RhtM,Scanning These Crowds,['Bruce Cockburn'],FALSE,0.584,0.611,2,-9.104,1,0.0291,0.139,0.000113,0.115,0.438,118.199,229533,4,1994
31v1dqATMAtTPlZjOE3Tou,Southland Of The Heart,['Bruce Cockburn'],FALSE,0.562,0.303,0,-13.376,1,0.0261,0.0367,0.000332,0.0837,0.242,70.465,289893,4,1994
4M2EK2o9Zgy2jeqLVifARM,Train In The Rain,['Bruce Cockburn'],FALSE,0.559,0.313,4,-17.002,1,0.0463,0.94,0.879,0.0981,0.743,102.922,223173,4,1994
59gijFhkwYNY2IAw0wg2PX,Someone I Used To Love,['Bruce Cockburn'],FALSE,0.459,0.334,9,-13.8,1,0.0309,0.481,6.70E-05,0.11,0.384,82.948,214907,4,1994
1dVT2CbuH0j9rKco5dvkLI,Love Loves You Too,['Bruce Cockburn'],FALSE,0.613,0.294,4,-13.13,1,0.0311,0.811,0.0243,0.108,0.174,81.959,253933,4,1994
3bM7rvHfGmCxRPOiPE177Y,Sunrise On The Mississippi,['Bruce Cockburn'],FALSE,0.568,0.307,0,-13.334,1,0.0428,0.877,0.898,0.265,0.76,142.663,181133,4,1994
2IHBrlBh7aurAatdXG2yTb,Closer to the Light,['Bruce Cockburn'],FALSE,0.536,0.219,11,-18.2,0,0.03,0.34,0.0362,0.123,0.306,143.576,250333,3,1994
7rrMXOKZNmoO10wgvwNj5H,Tie Me At The Crossroads,['Bruce Cockburn'],FALSE,0.586,0.742,9,-6.884,1,0.0493,0.023,8.77E-06,0.0697,0.968,170.009,170507,4,1994
6LiqMOJNu3pMKO6M1cTsgA,Amber Waves,['Tori Amos'],FALSE,0.576,0.494,9,-9.917,1,0.0262,0.898,0.00443,0.139,0.437,100,219400,4,2002
7Kwmac3lkTQ8tPyAVQ0L8G,A Sorta Fairytale,['Tori Amos'],FALSE,0.605,0.463,5,-9.805,0,0.0433,0.683,0.0206,0.091,0.888,153.072,328600,4,2002
5AYTqYsVCLGRZn260BdzhA,Wednesday,['Tori Amos'],FALSE,0.553,0.413,7,-13.424,0,0.0367,0.888,0.00152,0.0902,0.399,106.479,149107,5,2002
23x2sdNqlVYtl5gWGyNFde,strange,['Tori Amos'],FALSE,0.533,0.319,10,-11.448,1,0.0323,0.885,0.00387,0.118,0.197,119.475,185987,3,2002
5lRtnfrCah6ntObtZLbZTU,Carbon,['Tori Amos'],FALSE,0.448,0.584,8,-9.971,0,0.0296,0.803,0.334,0.0858,0.427,157.992,273333,3,2002
6SlnEnfXXRN56646HSFcO5,Crazy,['Tori Amos'],FALSE,0.465,0.375,2,-11.737,0,0.0292,0.761,0.0218,0.13,0.233,131.164,263293,3,2002
76zFGcQrel57hYKVLseQDN,wampum prayer,['Tori Amos'],FALSE,0.496,0.15,8,-16.816,1,0.246,0.977,0.000202,0.158,0.227,130.123,44333,4,2002
78ooTgHdUvkvmKqm5bw293,don't make me come to Vegas,['Tori Amos'],FALSE,0.685,0.432,7,-11.278,1,0.0373,0.861,0.21,0.0883,0.611,97.028,291560,4,2002
5uvY2yM4HMKdwijMCPrd4x,Sweet Sangria,['Tori Amos'],FALSE,0.678,0.49,0,-10.468,1,0.0361,0.672,0.000643,0.188,0.685,134.978,241693,4,2002
5qGqSVrQC55BPAKhJj5Ftv,Your Cloud,['Tori Amos'],FALSE,0.591,0.299,6,-14.459,1,0.0287,0.847,0.0455,0.106,0.149,113.019,270680,4,2002
3UkYhZrL4RrjQbxxth6uQ0,Pancake,['Tori Amos'],FALSE,0.592,0.55,2,-9.097,0,0.0284,0.8,0.00364,0.114,0.573,133.952,234827,4,2002
0AByf8LXqfnKa1UW7kbxsr,I Can't See New York,['Tori Amos'],FALSE,0.459,0.401,5,-11.675,0,0.0271,0.876,0.0941,0.0762,0.18,101.636,434907,4,2002
1ymMLSCjjk9tuVC0ZhfmBh,mrs. jesus,['Tori Amos'],FALSE,0.485,0.295,9,-12.633,1,0.0324,0.921,0.0283,0.177,0.223,123.168,185253,4,2002
5p8pLI3XwrwiIdxdw2Rlgd,Taxi Ride,['Tori Amos'],FALSE,0.55,0.663,8,-7.587,1,0.0359,0.353,0.0141,0.13,0.642,166.008,240333,4,2002
2tu3GBzpVQfD8gtYsIm2o5,Another Girl's Paradise,['Tori Amos'],FALSE,0.618,0.415,0,-10.983,1,0.0307,0.714,0.00156,0.142,0.241,123.099,214613,4,2002
4lDMOr82Ks0qcXSe9hp4f0,Scarlet's Walk,['Tori Amos'],FALSE,0.444,0.392,3,-12.271,0,0.0273,0.963,0.0561,0.106,0.327,81.531,256853,4,2002
1MjpQ68nD7GhX2GusCyPD5,Virginia,['Tori Amos'],FALSE,0.457,0.49,6,-10.096,0,0.0273,0.87,0.161,0.136,0.229,140.972,235147,3,2002
0UxGJ0eyqOdcPrOWCNJtmp,Gold Dust,['Tori Amos'],FALSE,0.276,0.224,3,-11.98,0,0.0352,0.923,0.00425,0.102,0.261,127.688,356147,4,2002
6RovFMOG0avksTizHRlbUi,Rosaryville,['Kate Campbell'],FALSE,0.729,0.587,5,-7.853,1,0.0276,0.336,1.53E-06,0.0668,0.636,129.833,269507,4,1999
1PnJ0wTwdDQ2oTMlhLg3Ab,Porcelain Blue,['Kate Campbell'],FALSE,0.778,0.529,9,-9.579,0,0.0358,0.775,0.000431,0.111,0.704,131.983,224253,4,1999
4xSxXbvS2ImooFqVW0sM2Y,Rosa's Coronas,['Kate Campbell'],FALSE,0.558,0.319,1,-9.532,1,0.0347,0.814,0,0.0969,0.349,124.012,290173,4,1999
2w5gwaI27Ek8fSCQdFiDNC,In My Mother's House,['Kate Campbell'],FALSE,0.549,0.162,7,-13.496,1,0.0332,0.922,0,0.103,0.19,108.775,215720,3,1999
75qoLt38t0tJMfArhH8n0f,Heart of Hearts,['Kate Campbell'],FALSE,0.602,0.685,2,-6.69,1,0.0274,0.525,1.16E-06,0.111,0.549,98.007,230707,4,1999
31Yy1JrQt97tWw0XOdfiLD,Fade to Blue,['Kate Campbell'],FALSE,0.654,0.26,8,-12.105,1,0.0294,0.871,0,0.11,0.475,139.7,183493,4,1999
3Lg2CVWLCtZQmVZNrPhck8,Who Will Pray For Junior,['Kate Campbell'],FALSE,0.691,0.267,2,-11.758,1,0.0323,0.797,3.42E-05,0.118,0.33,123.033,236387,4,1999
58RIKzxWYD4CNGuRoP4jSL,Rosemary,['Kate Campbell'],FALSE,0.627,0.126,7,-14.764,1,0.0354,0.928,0,0.116,0.148,122.261,176907,4,1999
6RraLU76rC8zfIazhQnbXh,Look Away,['Kate Campbell'],FALSE,0.426,0.133,9,-12.071,1,0.0315,0.819,0,0.0994,0.205,132.401,327640,4,1999
4iGKOFTplr4vOjDAbGUKLU,Ave Maria Grotto,['Kate Campbell'],FALSE,0.362,0.306,10,-12.139,1,0.0331,0.702,0.000183,0.0969,0.213,112.729,302547,4,1999
2z9z18lidxD3euusC3UaLx,Hollywood,['Death & Desire'],FALSE,0.402,0.141,6,-16.768,1,0.0693,0.655,0.00489,0.13,0.229,125.742,68651,4,2011
2nVW5BVneWEVqhfOzyNxwo,Tired of Waiting,['Death & Desire'],FALSE,0.378,0.835,8,-5.467,1,0.0599,0.000136,0.000268,0.411,0.342,156.091,240523,4,2011
2ZkLJzOAIa8mTRbNqMchGz,America,['Death & Desire'],FALSE,0.484,0.747,2,-6.709,0,0.0561,0.000631,0.034,0.123,0.356,84.911,192256,4,2011
6zLpXc5KrSN53HTviwOfgL,Desperate,['Death & Desire'],FALSE,0.332,0.656,6,-7.544,1,0.0432,0.000284,0.0204,0.305,0.19,156.226,302336,3,2011
0C5pv62j5dcazPrml3oGnE,All I See,['Death & Desire'],FALSE,0.378,0.895,8,-6.645,1,0.0936,6.11E-05,0,0.323,0.414,162.229,167403,4,2011
4FKggErzionSD7MdrEJPf2,Give,['Death & Desire'],FALSE,0.316,0.916,8,-5.672,1,0.0453,2.50E-06,0.307,0.153,0.793,172.301,201216,4,2011
7tPDxnbL6pqGd8wesq9HLl,Pain,['Death & Desire'],FALSE,0.509,0.603,8,-6.494,1,0.0558,0.0018,3.10E-05,0.203,0.442,84.009,344149,4,2011
4NAm3aWUkQlQcAll13HVEt,Check,['zebrahead'],FALSE,0.548,0.949,0,-6.58,1,0.0782,0.000222,2.13E-05,0.102,0.783,134.075,145733,4,1998
4VJE2QEGdEYa1I6sqbqC0r,Get Back,['zebrahead'],FALSE,0.633,0.907,9,-6.092,1,0.0553,0.00206,3.65E-05,0.0689,0.809,126.731,211760,4,1998
1ThKFoMgBmSy6IzZCx7RkM,The Real Me,['zebrahead'],FALSE,0.615,0.894,7,-6.06,1,0.0422,0.000501,0.000477,0.106,0.696,132.773,237467,4,1998
0Sfxy4ROJxdTK92CIQqcDJ,Someday,['zebrahead'],FALSE,0.572,0.969,9,-6.154,1,0.0723,0.000226,0,0.212,0.643,114.067,181600,4,1998
399Y2XppdMAIHU0eWjw0u3,Waste of Mind,['zebrahead'],FALSE,0.602,0.911,9,-6.232,1,0.0521,6.32E-05,0.00233,0.0514,0.848,120.178,212400,4,1998
2GtvF6M8PbpuWRvfdq5BK3,Feel This Way,['zebrahead'],FALSE,0.564,0.947,9,-6.109,1,0.0905,0.00157,0,0.0955,0.703,111.034,224227,4,1998
32DdumVsgJrE6JWjZQPZQ0,Walk Away,['zebrahead'],FALSE,0.574,0.95,9,-6.449,1,0.203,0.000795,2.62E-05,0.123,0.856,123.812,202467,4,1998
5XtlUa7sa0GqmrBMcqpNG3,Big Shot,['zebrahead'],FALSE,0.564,0.96,7,-7.086,1,0.0893,0.00156,6.09E-06,0.0958,0.473,128.511,179600,4,1998
4piMTKQtY9yMu11VowfZ1E,Swing,['zebrahead'],FALSE,0.658,0.917,11,-8.034,0,0.0856,8.11E-05,9.47E-05,0.482,0.713,120.783,170293,4,1998
2GqczyjNgDuRm1ckhrhQCR,Jag Off,['zebrahead'],FALSE,0.646,0.896,6,-6.53,0,0.0576,0.00504,2.54E-05,0.122,0.854,100.953,205133,4,1998
5vwjJx6VnVj8Y43bQSb26k,Time,['zebrahead'],FALSE,0.432,0.975,11,-6.916,1,0.186,0.000156,0.686,0.125,0.329,150.193,190333,4,1998
4smDo9NdHNLe8CFzX9KptZ,Move On,['zebrahead'],FALSE,0.566,0.903,7,-5.955,1,0.0372,0.00107,0.000102,0.103,0.962,88.023,248133,4,1998
6GoC5TMgK4S08xHutcl9SS,Fly Daze,['zebrahead'],FALSE,0.657,0.624,2,-7.982,1,0.0474,0.000338,6.19E-05,0.112,0.927,115.104,273427,4,1998
5zy5GyMMR1ki2yJdQcA2zK,Bootylicious Vinyl,['zebrahead'],FALSE,0.746,0.895,11,-5.349,0,0.0786,0.0102,0.0122,0.115,0.957,108.285,206360,4,1998
6x7c49NEWt9cM9nHiSntQd,Swing (Radio Edit),['Ani DiFranco'],FALSE,0.834,0.596,10,-9.673,0,0.178,0.446,1.36E-05,0.0656,0.632,91.819,237187,4,2000
0YSYfKMk0JBl7mmWzSsfPe,Swing (Album Version),['Ani DiFranco'],FALSE,0.843,0.693,10,-8.849,0,0.15,0.475,3.57E-05,0.0972,0.538,91.804,373067,4,2000
382zGDGUbJK1SMzXK3xucw,To The Teeth (Shootout Remix),['Ani DiFranco'],FALSE,0.72,0.39,11,-18.506,0,0.114,0.182,0.175,0.218,0.356,159.552,372293,4,2000
4H3tjdqHW2CG17lsytVVqa,Do Re Me (Live),['Ani DiFranco'],FALSE,0.483,0.404,0,-12.366,1,0.107,0.721,5.84E-05,0.579,0.575,81.399,192733,3,2000
1oIwjU5cRePn7WgKRBe3Bm,When I'm Gone,['Ani DiFranco'],FALSE,0.464,0.176,8,-11.523,1,0.0596,0.932,1.19E-06,0.109,0.234,104.521,260880,3,2000
0NS9gap3TNaTQp1wQEnTYt,Hurricane,['Ani DiFranco'],FALSE,0.695,0.455,4,-9.572,0,0.114,0.0845,5.07E-06,0.0636,0.715,138.245,433053,4,2000
4ZhtIgZ3rIXQnjdDns3I7v,To the Teeth,['Ani DiFranco'],FALSE,0.493,0.226,2,-12.985,1,0.0389,0.676,0.00255,0.121,0.209,112.313,462600,3,1999
6oRa9jJCB2ujPpRYmM7nZJ,Soft Shoulder,['Ani DiFranco'],FALSE,0.457,0.289,9,-12.623,0,0.0786,0.527,0.000182,0.0876,0.282,115.675,364733,4,1999
4ct2vSH6pJWu15UZE3gVo1,Wish I May,['Ani DiFranco'],FALSE,0.804,0.472,11,-10.066,0,0.0388,0.421,0.000784,0.369,0.587,120.376,293027,4,1999
2zdpQgRnT5YQdsN2FNIDpA,Freakshow,['Ani DiFranco'],FALSE,0.689,0.533,9,-10.067,1,0.0514,0.633,0.00025,0.145,0.285,99.851,342467,4,1999
1R5EBIwBir84uQDCZR4iEW,Going Once,['Ani DiFranco'],FALSE,0.471,0.444,0,-9.892,0,0.0708,0.699,0.000123,0.195,0.281,140.437,333000,4,1999
7ibezdTCBAdBFh7OhP8DWG,Hello Birmingham,['Ani DiFranco'],FALSE,0.362,0.205,7,-14.051,0,0.0684,0.748,0.00133,0.0772,0.182,82.445,323307,4,1999
2RgabyEQjMab6pvqtW7IAg,Back Back Back,['Ani DiFranco'],FALSE,0.447,0.495,0,-7.436,1,0.0905,0.308,6.89E-05,0.0448,0.638,75.463,286600,4,1999
4FcpCdqGjleaRZBFvVcHmq,Swing,['Ani DiFranco'],FALSE,0.853,0.679,5,-9.442,0,0.141,0.493,3.88E-05,0.116,0.56,91.829,370027,4,1999
7Jr3q2rMh7U1OdDPqICSPt,Carry You Around,['Ani DiFranco'],FALSE,0.865,0.473,8,-11.695,0,0.237,0.723,0.00372,0.112,0.804,92.233,204000,4,1999
5fSU4DYw2UNcMZ5QD5EUm0,Cloud Blood,['Ani DiFranco'],FALSE,0.682,0.415,5,-8.525,0,0.0409,0.138,0.106,0.158,0.632,128.918,291107,4,1999
4RIyExqhnXEe3dHUNMGbwT,The Arrivals Gate,['Ani DiFranco'],FALSE,0.653,0.734,2,-10.374,1,0.0361,0.0422,0.00061,0.0472,0.114,123.611,275067,4,1999
2zgs5SqMLeO1YyEzExdCwj,Providence,['Ani DiFranco'],FALSE,0.431,0.276,4,-10.918,0,0.0556,0.427,5.11E-05,0.114,0.233,136.929,438133,3,1999
1obpFSahiSPVf1M0mhnpgd,I Know This Bar,['Ani DiFranco'],FALSE,0.685,0.164,4,-17.856,1,0.0414,0.447,1.74E-05,0.102,0.312,101.168,331600,4,1999
2E8AVQcuYSlXm12g112Kef,Untouchable Face,['Ani DiFranco'],FALSE,0.681,0.335,7,-15.361,1,0.0405,0.674,6.28E-05,0.12,0.389,111.621,279067,4,1996
3BCH4J8voafSumkpH0WWTs,"Outta Me, Onto You",['Ani DiFranco'],FALSE,0.493,0.751,7,-9.241,1,0.148,0.122,0,0.126,0.638,182.077,277372,4,1996
2cMW6KjnjFrYcYdIsk0ER5,Superhero,['Ani DiFranco'],FALSE,0.545,0.557,0,-11.611,1,0.0878,0.079,2.30E-05,0.37,0.269,125.876,285662,4,1996
5ptYOK56DFsTJ7Nazk4BRv,Dilate,['Ani DiFranco'],FALSE,0.312,0.417,2,-12.057,1,0.136,0.0399,0.000165,0.109,0.0684,49.179,290345,4,1996
21YSagcmCqR28GV8NxBMHc,Amazing Grace,['Ani DiFranco'],FALSE,0.74,0.453,2,-12.658,1,0.11,0.172,0.00354,0.354,0.572,82.265,431081,4,1996
7JFuQSjHY65h90ZdRn02Eu,Napoleon,['Ani DiFranco'],FALSE,0.517,0.37,0,-10.953,1,0.126,0.112,0,0.13,0.481,80.689,387814,4,1996
2wxgkTPRT6jBuLVAxo8903,Shameless,['Ani DiFranco'],FALSE,0.811,0.594,2,-8.698,1,0.172,0.0065,0.0608,0.369,0.387,117.875,292465,4,1996
23vXAB3EAjSLlLKCGONTUq,Done Wrong,['Ani DiFranco'],FALSE,0.559,0.339,7,-11.922,1,0.0391,0.0726,0.00637,0.274,0.0805,119.661,394478,4,1996
4AJm5bohZFUQm00542PSFH,Going Down,['Ani DiFranco'],FALSE,0.789,0.473,10,-11.024,0,0.105,0.0267,0.0757,0.115,0.749,77.43,290858,4,1996
5VsnTF82gYUCL45RAIiZ2b,Adam and Eve,['Ani DiFranco'],FALSE,0.428,0.0799,2,-15.375,0,0.0397,0.468,8.69E-06,0.102,0.0807,98.075,400135,4,1996
3874Ac5TPH544Zdh06na1X,Joyful Girl,['Ani DiFranco'],FALSE,0.547,0.22,7,-15.942,0,0.268,0.281,5.10E-06,0.113,0.197,104.195,308686,4,1996
5H6jOrB9Mg8CCmPStEA4TA,Joyful Girl (Danger and Uncertainty Mix),['Ani DiFranco'],FALSE,0.732,0.288,5,-13.747,0,0.112,0.0384,0.000151,0.0831,0.216,79.984,279000,4,1996
60qzjJREFQP6YT0HqalpCn,Joyful Girl (Peace and Love Mix),['Ani DiFranco'],FALSE,0.755,0.275,8,-13.944,1,0.107,0.19,0.000269,0.0648,0.22,79.993,279800,4,1996
3NEICccMhCmuFncyaPxyjt,Joyful Girl (Peace and Love Extended Mix),['Ani DiFranco'],FALSE,0.745,0.278,8,-13.678,1,0.0815,0.183,0.000575,0.075,0.24,80.002,386000,4,1996
4d8af7oBQoHX4h4t3ULhhN,Joyful Girl (Live with the Buffalo Philharmonic Orchestra),['Ani DiFranco'],FALSE,0.48,0.204,10,-15.349,1,0.026,0.904,0.0815,0.126,0.264,87.977,363827,4,1996
5LWdZjEUpTw5PtfGIRB1jg,Shameless (Bathtub Mix),['Ani DiFranco'],FALSE,0.852,0.525,4,-11.675,0,0.144,0.0104,0.131,0.166,0.535,108.241,292507,4,1996
